mole fraction,chemical potential
0.01,-11850.616464637293
0.02,-10081.42898727045
0.03,-9046.520656265391
0.04,-8312.241509903608
0.05,-7742.690355816322
0.060000000000000005,-7277.333178898546
0.07,-6883.879292008811
0.08,-6543.054032536766
0.09,-6242.424847893484
0.09999999999999999,-5973.50287844948
0.10999999999999999,-5730.23336613728
0.11999999999999998,-5508.145701531703
0.12999999999999998,-5303.844854551184
0.13999999999999999,-5114.691814641968
0.15,-4938.594547444416
0.16,-4773.866555169922
0.17,-4619.128391694897
0.18000000000000002,-4473.23737052664
0.19000000000000003,-4335.23630309083
0.20000000000000004,-4204.315401082636
0.21000000000000005,-4079.783483636905
0.22000000000000006,-3961.045888770436
0.23000000000000007,-3847.5872988881647
0.24000000000000007,-3738.958224164858
0.25000000000000006,-3634.7642469953485
0.26000000000000006,-3534.6573771843396
0.2700000000000001,-3438.3290395215768
0.2800000000000001,-3345.504337275124
0.2900000000000001,-3255.9373227714777
0.3000000000000001,-3169.407070077572
0.3100000000000001,-3085.714391883816
0.3200000000000001,-3004.6790778030772
0.3300000000000001,-2926.1375577653725
0.34000000000000014,-2849.9409143280527
0.35000000000000014,-2775.953183187837
0.36000000000000015,-2704.049893159796
0.37000000000000016,-2634.1168062400006
0.38000000000000017,-2566.0488257239863
0.3900000000000002,-2499.7490461792763
0.4000000000000002,-2435.127923715791
0.4100000000000002,-2372.102548725352
0.4200000000000002,-2310.596006270061
0.4300000000000002,-2250.5368117412763
0.4400000000000002,-2191.8584114035916
0.45000000000000023,-2134.498739072509
0.46000000000000024,-2078.3998215213205
0.47000000000000025,-2023.5074263277434
0.48000000000000026,-1969.7707467980144
0.49000000000000027,-1917.1421193803264
0.5000000000000002,-1865.5767696285045
0.5100000000000002,-1815.0325833229901
0.5200000000000002,-1765.4698998174958
0.5300000000000002,-1716.851325070685
0.5400000000000003,-1669.1415621547328
0.5500000000000003,-1622.3072573163054
0.5600000000000003,-1576.31685990828
0.5700000000000003,-1531.1404947189235
0.5800000000000003,-1486.7498454046338
0.5900000000000003,-1443.1180478872232
0.6000000000000003,-1400.2195927107282
0.6100000000000003,-1358.0302354690623
0.6200000000000003,-1316.526914516972
0.6300000000000003,-1275.6876752649982
0.6400000000000003,-1235.4916004362337
0.6500000000000004,-1195.9187457302091
0.6600000000000004,-1156.950080398529
0.6700000000000004,-1118.5674322890304
0.6800000000000004,-1080.753436961209
0.6900000000000004,-1043.4914905162577
0.7000000000000004,-1006.7657058209935
0.7100000000000004,-970.5608718367939
0.7200000000000004,-934.8624157929519
0.7300000000000004,-899.6563679690221
0.7400000000000004,-864.9293288731568
0.7500000000000004,-830.6684386234417
0.7600000000000005,-796.8613483571424
0.7700000000000005,-763.4961935087944
0.7800000000000005,-730.5615688124327
0.7900000000000005,-698.0465048961726
0.8000000000000005,-665.9404463489473
0.8100000000000005,-634.2332311496699
0.8200000000000005,-602.9150713585082
0.8300000000000005,-571.9765349784723
0.8400000000000005,-541.4085289032173
0.8500000000000005,-511.20228287392246
0.8600000000000005,-481.34933437443254
0.8700000000000006,-451.84151439957105
0.8800000000000006,-422.67093403674795
0.8900000000000006,-393.82997180571897
0.9000000000000006,-365.3112617056653
0.9100000000000006,-337.10768192269813
0.9200000000000006,-309.2123441544768
0.9300000000000006,-281.61858351190904
0.9400000000000006,-254.31994896089975
0.9500000000000006,-227.3101942698559
0.9600000000000006,-200.58326943117086
0.9700000000000006,-174.13331252721582
0.9800000000000006,-147.9546420134827
0.9900000000000007,-122.04174939346606
