mole fraction,chemical potential
0.01,-8395.77840002069
0.02,-7214.975124350123
0.03,-6627.890792886353
0.04,-6252.201439530733
0.05,-5980.089604760593
0.060000000000000005,-5767.896835013549
0.07,-5594.19449991365
0.08,-5447.077092733436
0.09,-5319.323780706738
0.09999999999999999,-5206.257855241979
0.10999999999999999,-5104.691654359372
0.11999999999999998,-5012.36186634289
0.12999999999999998,-4927.606933890888
0.13999999999999999,-4849.17272564994
0.15,-4776.090201740772
0.16,-4707.595481550525
0.17,-4643.075926450472
0.18000000000000002,-4582.032753831487
0.19000000000000003,-4524.054481660209
0.20000000000000004,-4468.797661277737
0.21000000000000005,-4415.972632284524
0.22000000000000006,-4365.332811768068
0.23000000000000007,-4316.666518339346
0.24000000000000007,-4269.790645358978
0.25000000000000006,-4224.545704158146
0.26000000000000006,-4180.791896581291
0.2700000000000001,-4138.405970868306
0.2800000000000001,-4097.278680722445
0.2900000000000001,-4057.3127138883165
0.3000000000000001,-4018.4209898508066
0.3100000000000001,-3980.525250419837
0.3200000000000001,-3943.554884708504
0.3300000000000001,-3907.44594319278
0.34000000000000014,-3872.1403054367247
0.35000000000000014,-3837.5849735693437
0.36000000000000015,-3803.7314693406756
0.37000000000000016,-3770.535317014402
0.38000000000000017,-3737.9555978024455
0.3900000000000002,-3705.9545642487883
0.4000000000000002,-3674.4973051045527
0.4100000000000002,-3643.55145293232
0.4200000000000002,-3613.086928035483
0.4300000000000002,-3583.0757134007345
0.4400000000000002,-3553.491656226693
0.45000000000000023,-3524.3102923311417
0.46000000000000024,-3495.5086903191795
0.47000000000000025,-3467.0653128783542
0.48000000000000026,-3438.9598929675026
0.49000000000000027,-3411.1733229977
0.5000000000000002,-3383.687555380903
0.5100000000000002,-3356.485513052937
0.5200000000000002,-3329.551008772537
0.5300000000000002,-3302.8686721616123
0.5400000000000003,-3276.423883591153
0.5500000000000003,-3250.202714134879
0.5600000000000003,-3224.191870912864
0.5700000000000003,-3198.3786472336733
0.5800000000000003,-3172.750877016571
0.5900000000000003,-3147.2968930388333
0.6000000000000003,-3122.0054886076523
0.6100000000000003,-3096.865882303063
0.6200000000000003,-3071.8676854794357
0.6300000000000003,-3047.0008722480316
0.6400000000000003,-3022.2557516944125
0.6500000000000004,-2997.6229421113394
0.6600000000000004,-2973.093347051007
0.6700000000000004,-2948.6581330215063
0.6800000000000004,-2924.3087086703263
0.6900000000000004,-2900.036705313622
0.7000000000000004,-2875.8339586840098
0.7100000000000004,-2851.692491782097
0.7200000000000004,-2827.6044987277855
0.7300000000000004,-2803.5623295173027
0.7400000000000004,-2779.558475600069
0.7500000000000004,-2755.5855561975823
0.7600000000000005,-2731.636305292898
0.7700000000000005,-2707.70355922557
0.7800000000000005,-2683.7802448318175
0.7900000000000005,-2659.859368074959
0.8000000000000005,-2635.934003114983
0.8100000000000005,-2611.997281769816
0.8200000000000005,-2588.0423833244995
0.8300000000000005,-2564.0625246470627
0.8400000000000005,-2540.0509505727687
0.8500000000000005,-2516.0009245202373
0.8600000000000005,-2491.9057193056287
0.8700000000000006,-2467.758608122202
0.8800000000000006,-2443.5528556542795
0.8900000000000006,-2419.2817092960604
0.9000000000000006,-2394.9383904468127
0.9100000000000006,-2370.5160858545423
0.9200000000000006,-2346.0079389814805
0.9300000000000006,-2321.407041364888
0.9400000000000006,-2296.7064239473484
0.9500000000000006,-2271.899048350909
0.9600000000000006,-2246.97779806933
0.9700000000000006,-2221.935469553194
0.9800000000000006,-2196.764763161888
0.9900000000000007,-2171.4582739565644
