mole fraction,chemical potential
0.01,-66.36274398395881
0.02,-92.27563660397547
0.03,-118.45430711770861
0.04,-144.90426402166366
0.05,-171.63118886034874
0.060000000000000005,-198.6409435513926
0.07,-225.9395781024019
0.08,-253.53333874496937
0.09,-281.4286765131908
0.09999999999999999,-309.63225629615795
0.10999999999999999,-338.1509663962115
0.11999999999999998,-366.99192862724055
0.12999999999999998,-396.16250899006366
0.13999999999999999,-425.67032896492526
0.15,-455.5232774644152
0.16,-485.72952349370996
0.17,-516.297529568965
0.18000000000000002,-547.2360659490009
0.19000000000000003,-578.5542257401627
0.20000000000000004,-610.26144093944
0.21000000000000005,-642.3674994866655
0.22000000000000006,-674.8825634029256
0.23000000000000007,-707.8171880992873
0.24000000000000007,-741.1823429476353
0.25000000000000006,-774.9894332139341
0.26000000000000006,-809.2503234636495
0.2700000000000001,-843.9773625595147
0.2800000000000001,-879.1834103834445
0.2900000000000001,-914.8818664272867
0.3000000000000001,-951.0867004114863
0.3100000000000001,-987.8124851067505
0.3200000000000001,-1025.0744315517018
0.3300000000000001,-1062.8884268795232
0.34000000000000014,-1101.2710749890216
0.35000000000000014,-1140.239740320702
0.36000000000000015,-1179.8125950267265
0.37000000000000016,-1220.008669855491
0.38000000000000017,-1260.8479091074648
0.3900000000000002,-1302.351230059555
0.4000000000000002,-1344.5405873012212
0.4100000000000002,-1387.4390424777162
0.4200000000000002,-1431.0708399951268
0.4300000000000002,-1475.4614893094165
0.4400000000000002,-1520.6378544987733
0.45000000000000023,-1566.6282519067984
0.46000000000000024,-1613.4625567452258
0.47000000000000025,-1661.1723196611783
0.48000000000000026,-1709.7908944079888
0.49000000000000027,-1759.3535779134832
0.5000000000000002,-1809.8977642189977
0.5100000000000002,-1861.46311397082
0.5200000000000002,-1914.0917413885084
0.5300000000000002,-1967.828420918237
0.5400000000000003,-2022.7208161118142
0.5500000000000003,-2078.819733663003
0.5600000000000003,-2136.1794059940853
0.5700000000000003,-2194.8578063317705
0.5800000000000003,-2254.9170008605547
0.5900000000000003,-2316.423543315846
0.6000000000000003,-2379.448918306285
0.6100000000000003,-2444.0700407697705
0.6200000000000003,-2510.3698203144804
0.6300000000000003,-2578.437800830495
0.6400000000000003,-2648.37088775029
0.6500000000000004,-2720.274177778332
0.6600000000000004,-2794.2619089185478
0.6700000000000004,-2870.4585523558676
0.6800000000000004,-2949.0000723935723
0.6900000000000004,-3030.035386474311
0.7000000000000004,-3113.728064668067
0.7100000000000004,-3200.2583173619732
0.7200000000000004,-3289.8253318656193
0.7300000000000004,-3382.6500341120723
0.7400000000000004,-3478.9783717748355
0.7500000000000004,-3579.0852415858444
0.7600000000000005,-3683.279218755355
0.7700000000000005,-3791.908293478661
0.7800000000000005,-3905.366883360933
0.7900000000000005,-4024.104478227402
0.8000000000000005,-4148.636395673132
0.8100000000000005,-4279.557297681328
0.8200000000000005,-4417.558365117138
0.8300000000000005,-4563.449386285396
0.8400000000000005,-4718.1875497604215
0.8500000000000005,-4882.915542034916
0.8600000000000005,-5059.012809232469
0.8700000000000006,-5248.165849141686
0.8800000000000006,-5452.466696122206
0.8900000000000006,-5674.554360727784
0.9000000000000006,-5917.823873039985
0.9100000000000006,-6186.745842483991
0.9200000000000006,-6487.375027127275
0.9300000000000006,-6828.2002865993245
0.9400000000000006,-7221.654173489063
0.9500000000000006,-7687.011350406845
0.9600000000000006,-8256.56250449414
0.9700000000000006,-8990.841650855937
0.9800000000000006,-10025.749981861027
0.9900000000000007,-11794.937459227956
